,Manufacturer,Model_Name,Category,Screen_Size_Inches,Screen,CPU,CPU_Brands,RAM_GB,Storage,Storage_Type,GPU,GPU_Brands,Operating_System,Operating_System_Version,Weight,Resolution & Weight,Price_Euros
756,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1099,00"
757,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,8,256GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,7,2.59kg,1920x1080  ------>  2.59kg,"1561,00"
758,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,3840x2160  ------>  4.42kg,"2868,99"
760,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1048,00"
766,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.8kg,1366x768  ------>  2.8kg,"470,34"
767,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.72kg,3840x2160  ------>  2.72kg,"1099,00"
773,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.62kg,1920x1080  ------>  2.62kg,"1099,00"
775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,12,2TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.3kg,1920x1080  ------>  2.3kg,"839,00"
776,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,Intel,16,512GB SSD,SSD,Nvidia Quadro M2000M,Nvidia,Windows,7,2.5kg,3840x2160  ------>  2.5kg,"2370,00"
778,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.95kg,1920x1080  ------>  1.95kg,"2899,00"
780,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,32,1TB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070M,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"3588,80"
781,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.3kg,1920x1080  ------>  4.3kg,"2350,00"
782,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce 930M,Nvidia,Windows,10,1.47kg,1920x1080  ------>  1.47kg,"1764,00"
785,MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,1.6kg,1920x1080  ------>  1.6kg,"1891,00"
786,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1089,00"
787,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"999,00"
788,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,4.2kg,1920x1080  ------>  4.2kg,"2299,00"
789,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.62kg,1920x1080  ------>  2.62kg,"985,00"
790,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX1060,Nvidia,Windows,10,2.24kg,1920x1080  ------>  2.24kg,"1339,00"
800,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,256GB SSD,SSD,Nvidia Quadro M2200,Nvidia,Windows,10,3.14kg,1920x1080  ------>  3.14kg,"2064,90"
803,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.06kg,3840x2160  ------>  2.06kg,"1749,00"
808,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.62kg,3840x2160  ------>  2.62kg,"1679,00"
809,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 920M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"609,00"
811,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.9kg,1920x1080  ------>  2.9kg,"2415,00"
813,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GT 940MX,Nvidia,Windows,10,1.98kg,1920x1080  ------>  1.98kg,"961,00"
818,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,4.36kg,1920x1080  ------>  4.36kg,"2505,02"
823,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1199,00"
830,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,Intel,32,512GB SSD,SSD,Nvidia GeForce GTX 1080,Nvidia,Windows,10,3.49kg,3840x2160  ------>  3.49kg,"5499,00"
832,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 920,Nvidia,Linux,,2.1kg,1920x1080  ------>  2.1kg,"519,00"
835,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,3.21kg,1920x1080  ------>  3.21kg,"2774,63"
836,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,2.9kg,1920x1080  ------>  2.9kg,"2419,00"
840,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.73kg,1920x1080  ------>  2.73kg,"1799,00"
841,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,32,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"3072,89"
842,HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.63kg,1600x900  ------>  2.63kg,"910,00"
847,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel,8,512GB SSD,SSD,Nvidia GeForce 940M,Nvidia,Windows,10,1.45kg,1920x1080  ------>  1.45kg,"1026,00"
851,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.1kg,1920x1080  ------>  2.1kg,"1899,00"
853,Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GT 940MX,Nvidia,Windows,10,1.96kg,1920x1080  ------>  1.96kg,"1903,00"
854,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce GTX 930MX,Nvidia,Windows,10,2.3kg,1920x1080  ------>  2.3kg,"787,00"
863,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050,Nvidia,No OS,,2.5kg,1920x1080  ------>  2.5kg,"1017,00"
869,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,1TB HDD,HDD,Nvidia Quadro M620,Nvidia,Windows,10,2.23kg,1920x1080  ------>  2.23kg,"1778,00"
874,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,16,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,1.23kg,1920x1080  ------>  1.23kg,"1849,00"
877,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,1.28kg,1920x1080  ------>  1.28kg,"935,00"
878,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,4,128GB SSD +  1TB HDD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.18kg,1920x1080  ------>  2.18kg,"912,50"
883,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"669,00"
887,Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,12,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1369,90"
894,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,Intel,16,512GB SSD +  2TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.43kg,3840x2160  ------>  2.43kg,"2649,00"
896,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce GTX 1050Ti,Nvidia,Linux,,2.62kg,1920x1080  ------>  2.62kg,"929,00"
897,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1920x1080  ------>  2.04kg,"900,00"
901,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,Intel,32,256GB SSD +  256GB SSD,SSD,Nvidia GeForce GTX 980M,Nvidia,Windows,10,3.58kg,1920x1080  ------>  3.58kg,"1279,00"
908,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 960M,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"789,00"
912,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,6,256GB SSD,SSD,Nvidia GeForce 940MX,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"789,00"
913,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1920x1080  ------>  2.04kg,"1018,99"
917,MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1599,00"
918,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.6kg,1920x1080  ------>  2.6kg,"1349,00"
919,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1119,91"
923,Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,Intel,16,256GB SSD,SSD,Nvidia GeForce 930M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1975,00"
937,MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.2kg,1920x1080  ------>  2.2kg,"1199,00"
939,Dell,Alienware 17,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1080,Nvidia,Windows,10,4.36kg,2560x1440  ------>  4.36kg,"2758,00"
940,HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 965M,Nvidia,Windows,10,2.75kg,1920x1080  ------>  2.75kg,"1399,00"
941,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,Intel,4,1TB HDD,HDD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.8kg,1600x900  ------>  2.8kg,"530,00"
947,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 920MX,Nvidia,No OS,,2.2kg,1920x1080  ------>  2.2kg,"685,00"
950,HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,Intel,8,8GB SSD,SSD,Nvidia Quadro M1000M,Nvidia,Windows,10,2.0kg,1920x1080  ------>  2.0kg,"2249,00"
955,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,Intel,16,512GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.36kg,3840x2160  ------>  4.36kg,"3154,00"
962,Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,12,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"1009,00"
964,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,Intel,8,1TB HDD,HDD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1366x768  ------>  2.04kg,"846,50"
968,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,32,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"3149,00"
969,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,6,256GB SSD,SSD,Nvidia GeForce 920MX,Nvidia,Windows,10,2.4kg,1920x1080  ------>  2.4kg,"695,00"
972,Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,Intel,32,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1070,Nvidia,Windows,10,4.42kg,1920x1080  ------>  4.42kg,"2800,00"
974,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.73kg,1920x1080  ------>  2.73kg,"2049,90"
975,HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.04kg,1920x1080  ------>  2.04kg,"979,00"
977,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,Intel,16,512GB SSD +  2TB HDD,SSD,Nvidia GeForce GTX 950M,Nvidia,Windows,10,2.3kg,3840x2160  ------>  2.3kg,"1799,00"
979,Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.99kg,1920x1080  ------>  2.99kg,"1749,00"
987,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1060,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1189,00"
998,Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,16,256GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows,10,2.5kg,1920x1080  ------>  2.5kg,"1799,00"
1000,Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Intel,8,128GB SSD +  1TB HDD,SSD,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.7kg,1920x1080  ------>  2.7kg,"1260,00"
1008,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,1920x1080  ------>  1.64kg,"1049,26"
1010,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Intel,8,1TB Hybrid,Hybrid,Nvidia GeForce GTX 1050,Nvidia,Windows,10,2.65kg,1920x1080  ------>  2.65kg,"949,00"
1017,Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,Intel,16,512GB SSD,SSD,Nvidia Quadro 3000M,Nvidia,Windows,7,2.4kg,3840x2160  ------>  2.4kg,"2968,00"
1023,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,1.64kg,1920x1080  ------>  1.64kg,"1185,43"
1029,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel,8,256GB SSD,SSD,Nvidia GeForce 930MX,Nvidia,Windows,10,2.63kg,1920x1080  ------>  2.63kg,"1080,00"
