id,date,month,day,year,country_name,landslide_type,trigger
2356,8/28/10,,,,Colombia,Landslide,Downpour
2358,8/29/10,,,4:30:00,Honduras,Rockfall,Downpour
2377,09/03/2010,,,18:53:00,United States,Landslide,Downpour
2384,09/04/2010,,,,Guatemala,Landslide,Downpour
2385,09/04/2010,,,,Guatemala,Landslide,Downpour
2386,09/04/2010,,,,Guatemala,Landslide,Downpour
2387,09/04/2010,,,,Guatemala,Landslide,Downpour
2388,09/04/2010,,,,Guatemala,Landslide,Downpour
2408,09/10/2010,,,,Guatemala,Landslide,Downpour
2412,09/11/2010,,,11:45:00,United States,Mudslide,Downpour
2418,9/13/10,,,Night,Jamaica,Landslide,Downpour
2438,9/17/10,,,,Mexico,Landslide,Tropical cyclone
2449,9/19/10,,,Afternoon,Trinidad and Tobago,Landslide,Downpour
2451,9/19/10,,,Night,United States,Mudslide,Downpour
2473,9/20/10,,,,Venezuela,Landslide,Downpour
2474,9/20/10,,,Late night,Mexico,Landslide,Downpour
2487,9/22/10,,,6:00:00,United States,Complex,Downpour
2490,9/23/10,,,23:00:00,Canada,Landslide,Downpour
2491,9/23/10,,,13:00:00,United States,Mudslide,Downpour
2503,9/26/10,,,,El Salvador,Landslide,Tropical cyclone
2507,9/27/10,,,3:00:00,Colombia,Landslide,Downpour
2508,9/27/10,,,,Colombia,Landslide,Downpour
2511,9/28/10,,,,Jamaica,Landslide,Downpour
2514,9/28/10,,,4:00:00,Mexico,Mudslide,Tropical cyclone
2515,9/28/10,,,20:00:00,United States,Complex,Downpour
2516,9/29/10,,,,Costa Rica,Mudslide,Downpour
2517,9/29/10,,,,Jamaica,Landslide,Downpour
2518,9/29/10,,,,Jamaica,Landslide,Tropical cyclone
2519,9/29/10,,,,Jamaica,Landslide,Tropical cyclone
2520,9/29/10,,,,Mexico,Mudslide,Tropical cyclone
2521,9/29/10,,,,Mexico,Complex,Tropical cyclone
2522,9/29/10,,,,United States,Complex,Rain
2523,9/30/10,,,Early morning,Jamaica,Mudslide,Tropical cyclone
2524,9/30/10,,,Morning,Mexico,Mudslide,Tropical cyclone
2525,9/30/10,,,,United States,Mudslide,Tropical cyclone
2526,10/01/2010,,,,Costa Rica,Landslide,Downpour
2527,10/01/2010,,,,Costa Rica,Landslide,Downpour
2528,10/01/2010,,,,Haiti,Mudslide,Downpour
2529,10/01/2010,,,9:30:00,United States,Mudslide,Downpour
2530,10/01/2010,,,Afternoon,United States,Landslide,Downpour
2533,10/03/2010,,,13:00,Honduras,Mudslide,Rain
2543,10/04/2010,,,,Saint Vincent and the Grenadines,Landslide,Downpour
2547,10/05/2010,,,,Dominica,Landslide,Rain
2550,10/06/2010,,,,Puerto Rico,Complex,Tropical cyclone
2551,10/06/2010,,,,U.S. Virgin Islands,Landslide,Tropical cyclone
2558,10/07/2010,,,0:15:00,Colombia,Mudslide,Downpour
2598,10/15/10,,,,Costa Rica,Rockfall,Downpour
2604,10/17/10,,,,Haiti,Complex,Downpour
2605,10/17/10,,,,Haiti,Mudslide,Downpour
2611,10/18/10,,,,Cuba,Complex,Tropical cyclone
2642,10/19/10,,,,United States,Mudslide,Downpour
2652,10/25/10,,,,Honduras,Landslide,Tropical cyclone
2656,10/30/10,,,,Jamaica,Landslide,Unknown
2657,10/30/10,,,,Saint Vincent and the Grenadines,Landslide,Tropical cyclone
2658,10/30/10,,,,Saint Lucia,Landslide,Tropical cyclone
2659,10/31/10,,,,Saint Lucia,Landslide,Tropical cyclone
2660,10/31/10,,,,Saint Lucia,Landslide,Tropical cyclone
2661,10/31/10,,,,Saint Lucia,Landslide,Tropical cyclone
2662,10/31/10,,,,Saint Lucia,Landslide,Tropical cyclone
2663,10/31/10,,,,Saint Lucia,Landslide,Tropical cyclone
2664,10/31/10,,,Early morning,Trinidad and Tobago,Landslide,Tropical cyclone
2665,10/31/10,,,Early morning,Trinidad and Tobago,Landslide,Tropical cyclone
2666,10/31/10,,,Morning,Trinidad and Tobago,Landslide,Tropical cyclone
2667,10/31/10,,,Morning,Trinidad and Tobago,Landslide,Tropical cyclone
2668,10/31/10,,,Morning,Trinidad and Tobago,Landslide,Tropical cyclone
2669,10/31/10,,,,Trinidad and Tobago,Landslide,Downpour
2670,10/31/10,,,,Trinidad and Tobago,Landslide,Downpour
2680,11/04/2010,,,0:30:00,Costa Rica,Complex,Tropical cyclone
2681,11/04/2010,,,,Costa Rica,Mudslide,Tropical cyclone
2682,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2683,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2684,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2685,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2686,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2687,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2688,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2689,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2690,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2691,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2692,11/04/2010,,,,Costa Rica,Landslide,Tropical cyclone
2703,11/05/2010,,,,Costa Rica,Landslide,Tropical cyclone
2706,11/07/2010,,,,Cuba,Landslide,Tropical cyclone
2707,11/07/2010,,,,Peru,Landslide,Downpour
2720,11/13/10,,,,Colombia,Mudslide,Downpour
2721,11/13/10,,,,Colombia,Mudslide,Downpour
2722,11/13/10,,,,Colombia,Mudslide,Downpour
2728,11/16/10,,,Morning,Colombia,Landslide,Downpour
2734,11/17/10,,,10:30:00,United States,Landslide,Downpour
2735,11/18/10,,,5:30:00,Jamaica,Landslide,Downpour
2736,11/20/10,,,,Colombia,Landslide,Downpour
2737,11/20/10,,,,Colombia,Landslide,Downpour
2738,11/20/10,,,,Colombia,Landslide,Downpour
2739,11/20/10,,,,Colombia,Landslide,Downpour
2740,11/20/10,,,,Colombia,Landslide,Downpour
2741,11/20/10,,,,Colombia,Landslide,Downpour
2742,11/21/10,,,,Costa Rica,Landslide,Downpour
2749,11/25/10,,,,Venezuela,Mudslide,Downpour
2753,11/26/10,,,Before dawn,Venezuela,Mudslide,Downpour
2755,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2756,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2757,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2758,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2759,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2760,11/27/10,,,,Trinidad and Tobago,Landslide,Downpour
2761,11/27/10,,,,Venezuela,Mudslide,Downpour
2762,11/27/10,,,Night,Venezuela,Landslide,Downpour
2763,11/27/10,,,Night,Venezuela,Landslide,Downpour
2764,11/27/10,,,Night,Venezuela,Landslide,Downpour
2765,11/27/10,,,Night,Venezuela,Landslide,Downpour
2766,11/27/10,,,Night,Venezuela,Landslide,Downpour
2769,11/29/10,,,Night,Venezuela,Landslide,Downpour
2770,11/29/10,,,Night,Venezuela,Landslide,Downpour
2771,11/29/10,,,,Venezuela,Mudslide,Downpour
2772,11/29/10,,,,Venezuela,Landslide,Downpour
2773,11/29/10,,,,Venezuela,Landslide,Downpour
2774,11/30/10,,,,Venezuela,Landslide,Downpour
2775,11/30/10,,,,United States,Mudslide,Downpour
2776,12/01/2010,,,4:00:00,United States,Rockfall,Downpour
2777,12/01/2010,,,Morning,United States,Landslide,Downpour
2784,12/05/2010,,,14:30:00,Colombia,Landslide,Downpour
2786,12/07/2010,,,,Trinidad and Tobago,Landslide,Downpour
2787,12/07/2010,,,3:00:00,Trinidad and Tobago,Landslide,Downpour
2788,12/07/2010,,,Afternoon,Trinidad and Tobago,Landslide,Downpour
2794,12/08/2010,,,,Panama,Landslide,Downpour
2795,12/09/2010,,,Morning,Panama,Mudslide,Downpour
2868,12/19/10,,,,United States,Mudslide,Downpour
2873,12/20/10,,,,United States,Mudslide,Downpour
2874,12/21/10,,,,United States,Rockfall,Downpour
2876,12/21/10,,,14:10:00,United States,Mudslide,Downpour
2880,12/22/10,,,,United States,Landslide,Downpour
2881,12/22/10,,,,United States,Complex,Downpour
2884,12/22/10,,,9:00:00,United States,Landslide,Downpour
2885,12/22/10,,,,United States,Landslide,Downpour
2887,12/22/10,,,Morning,United States,Mudslide,Downpour
2890,12/22/10,,,,United States,Rockfall,Downpour
2893,12/22/10,,,2:30:00,United States,Mudslide,Downpour
2895,12/22/10,,,Early morning,United States,Mudslide,Downpour
2896,12/22/10,,,3:00:00,United States,Mudslide,Downpour
2897,12/22/10,,,7:30:00,United States,Mudslide,Downpour
2898,12/22/10,,,Morning,United States,Mudslide,Downpour
2899,12/23/10,,,Evening,Colombia,Landslide,Downpour
2907,12/28/10,,,9:30:00,United States,Mudslide,Downpour
2910,12/28/10,,,14:00:00,United States,Landslide,Downpour
2930,01/02/2011,,,,United States,Mudslide,Freeze thaw
2948,01/09/2011,,,,Peru,Mudslide,Downpour
2962,01/11/2011,,,23:30:00,Costa Rica,Landslide,Downpour
3015,1/16/11,,,,United States,Mudslide,Downpour
3018,1/16/11,,,,United States,Mudslide,Downpour
3021,1/16/11,,,,United States,Mudslide,Downpour
3043,1/18/11,,,15:00:00,United States,Complex,Freeze thaw
3076,1/30/11,,,Morning,United States,Mudslide,Downpour
3090,02/05/2011,,,,United States,Mudslide,Rain
3119,2/14/11,,,,Ecuador,Mudslide,Downpour
3120,2/14/11,,,,Ecuador,Mudslide,Downpour
3130,2/16/11,,,,Jamaica,Landslide,Downpour
3131,2/16/11,,,,Jamaica,Landslide,Downpour
3135,2/18/11,,,,United States,Complex,Downpour
3167,03/02/2011,,,Night,Panama,Landslide,Downpour
3168,03/02/2011,,,Night,Panama,Landslide,Downpour
3169,03/02/2011,,,,United States,Mudslide,Rain
3170,03/03/2011,,,Afternoon,Colombia,Mudslide,Downpour
3175,03/06/2011,,,,United States,Mudslide,Downpour
3176,03/06/2011,,,,United States,Mudslide,Downpour
3177,03/07/2011,,,2:00:00,United States,Mudslide,Downpour
3178,03/07/2011,,,5:00:00,United States,Mudslide,Rain
3180,03/07/2011,,,,Venezuela,Mudslide,Downpour
3181,03/08/2011,,,Early morning,United States,Landslide,Downpour
3182,03/08/2011,,,5:00:00,United States,Mudslide,Downpour
3183,03/08/2011,,,Night,United States,Mudslide,Downpour
3187,03/09/2011,,,12:00:00,United States,Rockfall,Downpour
3188,03/09/2011,,,Night,United States,Landslide,Downpour
3189,03/09/2011,,,Night,United States,Landslide,Downpour
3190,03/10/2011,,,Night,United States,Mudslide,Downpour
3195,03/10/2011,,,,United States,Mudslide,Downpour
3198,03/10/2011,,,,United States,Landslide,Downpour
3200,03/11/2011,,,Early morning,United States,Landslide,Downpour
3201,03/11/2011,,,Early morning,United States,Landslide,Downpour
3202,03/11/2011,,,1:00:00,United States,Mudslide,Downpour
3204,03/12/2011,,,18:00:00,United States,Mudslide,Downpour
3210,3/13/11,,,23:00:00,United States,Landslide,Downpour
3227,3/15/11,,,,United States,Landslide,Downpour
3231,3/15/11,,,Night,United States,Landslide,Downpour
3243,3/16/11,,,,United States,Landslide,Downpour
3244,3/16/11,,,19:00:00,United States,Mudslide,Downpour
3248,3/18/11,,,Night,United States,Mudslide,Rain
3255,3/20/11,,,Afternoon,Colombia,Landslide,Downpour
3262,3/21/11,,,Morning,United States,Mudslide,Downpour
3300,3/26/11,,,,Colombia,Mudslide,Downpour
3303,3/26/11,,,Morning,United States,Landslide,Downpour
3311,3/28/11,,,,Colombia,Landslide,Rain
3339,04/05/2011,,,3:00:00,United States,Mudslide,Rain
3340,04/05/2011,,,,United States,Mudslide,Downpour
3343,04/06/2011,,,,United States,Landslide,Rain
3345,04/08/2011,,,,United States,Landslide,Rain
3346,04/09/2011,,,,United States,Landslide,Downpour
3347,04/10/2011,,,Early morning,Colombia,Landslide,Downpour
3351,04/10/2011,,,,United States,Landslide,Downpour
3352,04/11/2011,,,Early morning,Colombia,Landslide,Downpour
3353,04/11/2011,,,,Colombia,Mudslide,Downpour
3355,04/12/2011,,,3:00:00,Grenada,Landslide,Downpour
3356,04/12/2011,,,Morning,Grenada,Landslide,Downpour
3357,04/12/2011,,,,Saint Vincent and the Grenadines,Landslide,Downpour
3358,04/12/2011,,,Morning,United States,Landslide,Downpour
3359,4/13/11,,,,Colombia,Landslide,Downpour
3360,4/13/11,,,Evening,Colombia,Landslide,Downpour
3361,4/13/11,,,Morning,United States,Complex,Continuous rain
3362,4/13/11,,,Night,Colombia,Landslide,Downpour
3363,4/14/11,,,12:30:00,United States,Mudslide,Downpour
3364,4/14/11,,,2:00:00,United States,Landslide,Downpour
3365,4/15/11,,,,Colombia,Mudslide,Downpour
3367,4/16/11,,,,Colombia,Landslide,Downpour
3368,4/16/11,,,,United States,Mudslide,Downpour
3369,4/16/11,,,Afternoon,United States,Mudslide,Downpour
3370,4/16/11,,,Evening,United States,Mudslide,Downpour
3371,4/16/11,,,Afternoon,United States,Mudslide,Downpour
3372,4/16/11,,,21:30:00,United States,Mudslide,Downpour
3379,4/17/11,,,10:00:00,United States,Mudslide,Downpour
3386,4/21/11,,,,United States,Landslide,Downpour
3387,4/21/11,,,,United States,Landslide,Downpour
3388,4/21/11,,,,United States,Landslide,Downpour
3389,4/21/11,,,18:00:00,United States,Mudslide,Downpour
3390,4/21/11,,,,United States,Landslide,Downpour
3391,4/21/11,,,,United States,Landslide,Downpour
3392,4/21/11,,,,United States,Landslide,Downpour
3393,4/22/11,,,,Colombia,Landslide,Downpour
3398,4/23/11,,,Night,Colombia,Landslide,Rain
3403,4/24/11,,,,Ecuador,Landslide,Downpour
3404,4/24/11,,,,United States,Mudslide,Downpour
3405,4/24/11,,,,United States,Mudslide,Downpour
3406,4/24/11,,,,United States,Mudslide,Downpour
3408,4/25/11,,,,United States,Mudslide,Downpour
3409,4/25/11,,,,United States,Landslide,Downpour
3410,4/25/11,,,,United States,Landslide,Downpour
3411,4/25/11,,,,United States,Landslide,Downpour
3412,4/25/11,,,,United States,Landslide,Downpour
3413,4/25/11,,,20:00:00,United States,Landslide,Downpour
3414,4/25/11,,,,United States,Landslide,Downpour
3415,4/25/11,,,,United States,Mudslide,Downpour
3416,4/25/11,,,,United States,Landslide,Downpour
3417,4/25/11,,,Night,United States,Landslide,Downpour
3418,4/25/11,,,,United States,Landslide,Downpour
3419,4/25/11,,,6:00:00,United States,Mudslide,Downpour
3427,4/26/11,,,,United States,Landslide,Downpour
3428,4/26/11,,,,United States,Landslide,Downpour
3434,4/27/11,,,Early morning,United States,Landslide,Downpour
3435,4/27/11,,,,United States,Mudslide,Downpour
3436,4/27/11,,,Early morning,United States,Landslide,Downpour
3438,4/28/11,,,,United States,Landslide,Downpour
3440,4/29/11,,,Morning,United States,Mudslide,Continuous rain
3441,4/30/11,,,,United States,Landslide,Downpour
3443,05/01/2011,,,,United States,Landslide,Downpour
3445,05/03/2011,,,Morning,United States,Mudslide,Downpour
3446,05/03/2011,,,Morning,United States,Mudslide,Downpour
3448,05/03/2011,,,Morning,United States,Mudslide,Downpour
3449,05/03/2011,,,Morning,United States,Mudslide,Downpour
3450,05/03/2011,,,Morning,United States,Mudslide,Downpour
3452,05/03/2011,,,Night,Colombia,Complex,Downpour
3454,05/03/2011,,,,United States,Mudslide,Downpour
3455,05/03/2011,,,Early morning,United States,Mudslide,Downpour
3456,05/03/2011,,,Morning,United States,Mudslide,Downpour
3457,05/03/2011,,,Early morning,United States,Mudslide,Downpour
3458,05/03/2011,,,Morning,United States,Mudslide,Downpour
3459,05/03/2011,,,5:00:00,United States,Landslide,Downpour
3460,05/02/2011,,,12:15,Ecuador,Mudslide,Unknown
3463,05/04/2011,,,Morning,United States,Mudslide,Downpour
3464,05/04/2011,,,2:00:00,United States,Mudslide,Downpour
3466,05/05/2011,,,,United States,Mudslide,Downpour
3471,05/08/2011,,,,Colombia,Landslide,Downpour
3472,05/08/2011,,,Night,Costa Rica,Landslide,Rain
3478,05/08/2011,,,1:52:00,United States,Mudslide,Downpour
3482,05/10/2011,,,Afternoon,United States,Mudslide,Downpour
3486,05/11/2011,,,,United States,Landslide,Downpour
3487,05/11/2011,,,,United States,Landslide,Downpour
3488,05/11/2011,,,,United States,Landslide,Downpour
3489,05/11/2011,,,,United States,Landslide,Downpour
3490,05/12/2011,,,Late afternoon,United States,Mudslide,Downpour
3493,5/13/11,,,Afternoon,United States,Mudslide,Downpour
3494,5/13/11,,,Afternoon,United States,Mudslide,Downpour
3495,5/13/11,,,,United States,Landslide,Continuous rain
3498,5/15/11,,,Late night,United States,Mudslide,Downpour
3499,5/16/11,,,9:50:00,Colombia,Landslide,Downpour
3500,5/16/11,,,5:45:00,Colombia,Landslide,Downpour
3501,5/17/11,,,Evening,Colombia,Landslide,Downpour
3502,5/17/11,,,,United States,Landslide,Downpour
3503,5/18/11,,,3:30:00,Colombia,Complex,Downpour
3504,5/18/11,,,,United States,Landslide,Downpour
3505,5/18/11,,,3:00:00,United States,Landslide,Downpour
3506,5/18/11,,,,United States,Landslide,Downpour
3507,5/18/11,,,,United States,Landslide,Downpour
3508,5/18/11,,,,United States,Landslide,Downpour
3509,5/18/11,,,Night,United States,Mudslide,Downpour
3510,5/18/11,,,3:00:00,United States,Landslide,Downpour
3511,5/18/11,,,21:40:00,United States,Landslide,Downpour
3514,5/19/11,,,Early morning,United States,Landslide,Downpour
3515,5/19/11,,,,United States,Landslide,Downpour
3516,5/19/11,,,21:00:00,United States,Landslide,Downpour
3517,5/19/11,,,Early morning,United States,Landslide,Downpour
3518,5/20/11,,,,United States,Landslide,Downpour
3522,5/21/11,,,14:00:00,United States,Mudslide,Downpour
3523,5/21/11,,,,United States,Creep,Downpour
3524,5/21/11,,,,United States,Creep,Downpour
3526,5/22/11,,,Afternoon,United States,Mudslide,Downpour
3527,5/22/11,,,12:30:00,United States,Complex,Downpour
3528,5/22/11,,,,United States,Mudslide,Downpour
3529,5/22/11,,,,United States,Landslide,Downpour
3531,5/23/11,,,Late night,United States,Landslide,Downpour
3537,5/25/11,,,10:00:00,United States,Mudslide,Downpour
3538,5/25/11,,,,United States,Mudslide,Downpour
3548,5/27/11,,,Evening,United States,Landslide,Downpour
3550,5/28/11,,,3:00:00,United States,Mudslide,Downpour
3551,5/29/11,,,12:00:00,United States,Landslide,Downpour
3553,5/30/11,,,Morning,United States,Landslide,Rain
3554,5/30/11,,,,United States,Mudslide,Unknown
3555,5/30/11,,,Early morning,United States,Mudslide,Downpour
3563,06/02/2011,,,,Haiti,Landslide,Downpour
3564,06/02/2011,,,,Haiti,Landslide,Downpour
3569,06/03/2011,,,,Dominican Republic,Landslide,Downpour
3572,06/05/2011,,,,Ecuador,Landslide,Downpour
3573,06/05/2011,,,,United States,Mudslide,Rain
3574,06/06/2011,,,Night,Colombia,Landslide,Downpour
3576,06/07/2011,,,,Haiti,Landslide,Downpour
3599,06/11/2011,,,,United States,Mudslide,Rain
3600,06/11/2011,,,,United States,Mudslide,Downpour
3604,06/12/2011,,,Afternoon,United States,Mudslide,Downpour
3625,6/18/11,,,20:40:00,United States,Mudslide,Downpour
3635,6/20/11,,,Morning,United States,Mudslide,Downpour
3636,6/20/11,,,Morning,United States,Mudslide,Downpour
3639,6/22/11,,,,Mexico,Landslide,Tropical cyclone
3640,6/22/11,,,,United States,Mudslide,Rain
3661,6/27/11,,,6:00:00,United States,Landslide,Rain
3684,07/01/2011,,,,Mexico,Mudslide,Tropical cyclone
3719,07/03/2011,,,,United States,Landslide,Downpour
3720,07/03/2011,,,,United States,Landslide,Downpour
3721,07/03/2011,,,,United States,Landslide,Downpour
3722,07/03/2011,,,,Venezuela,Landslide,Rain
3723,07/03/2011,,,,Venezuela,Landslide,Rain
3728,07/04/2011,,,19:30:00,United States,Landslide,Rain
3729,07/04/2011,,,,United States,Mudslide,Rain
3732,07/05/2011,,,,United States,Mudslide,Rain
3733,07/05/2011,,,2:30:00,United States,Landslide,Downpour
3736,07/06/2011,,,,Dominican Republic,Landslide,Downpour
3743,07/07/2011,,,,United States,Landslide,Rain
3744,07/07/2011,,,,United States,Landslide,Rain
3755,07/09/2011,,,,United States,Landslide,Rain
3758,07/10/2011,,,,United States,Debris flow,Downpour
3761,07/11/2011,,,,United States,Landslide,Downpour
3762,07/12/2011,,,,Costa Rica,Landslide,Downpour
3765,07/12/2011,,,Evening,United States,Mudslide,Downpour
3766,07/12/2011,,,Evening,United States,Mudslide,Downpour
3767,07/12/2011,,,,United States,Mudslide,Rain
3771,7/13/11,,,Evening,United States,Debris flow,Downpour
3774,7/14/11,,,,United States,Rockfall,Downpour
3784,7/15/11,,,,United States,Debris flow,Rain
3795,7/17/11,,,,Mexico,Mudslide,Downpour
3796,7/17/11,,,,Mexico,Mudslide,Downpour
3797,7/17/11,,,,Mexico,Mudslide,Downpour
3799,7/18/11,,,Night,United States,Landslide,Rain
3800,7/18/11,,,,United States,Mudslide,Rain
3801,7/18/11,,,,United States,Mudslide,Downpour
3802,7/18/11,,,,United States,Mudslide,Rain
3811,7/19/11,,,19:00:00,United States,Landslide,Downpour
3812,7/19/11,,,,United States,Landslide,Rain
3825,7/21/11,,,,United States,Landslide,Rain
3826,7/21/11,,,Morning,United States,Landslide,Downpour
3832,7/22/11,,,,Mexico,Landslide,Tropical cyclone
3833,7/22/11,,,,Mexico,Landslide,Tropical cyclone
3834,7/22/11,,,,Mexico,Landslide,Tropical cyclone
3835,7/22/11,,,,Mexico,Landslide,Tropical cyclone
3836,7/22/11,,,,Mexico,Landslide,Tropical cyclone
3842,7/25/11,,,,United States,Landslide,Rain
3852,7/27/11,,,,United States,Debris flow,Downpour
3865,7/30/11,,,,United States,Mudslide,Rain
3866,7/30/11,,,,United States,Mudslide,Rain
3867,7/30/11,,,,United States,Mudslide,Rain
3870,08/01/2011,,,,United States,Mudslide,Rain
3878,08/03/2011,,,,United States,Mudslide,Rain
3883,08/05/2011,,,,United States,Landslide,Downpour
3901,08/08/2011,,,10:00:00,United States,Mudslide,Rain
3911,08/11/2011,,,,United States,Landslide,Rain
3926,8/15/11,,,,United States,Landslide,Downpour
3957,09/01/2011,,,6:45:00,Bermuda,Landslide,Rain
3960,09/01/2011,,,,United States,Mudslide,Rain
3966,09/08/2011,,,,United States,Mudslide,Rain
3967,09/08/2011,,,,United States,Landslide,Rain
3981,9/20/11,,,15:00,Guatemala,Landslide,Rain
3985,9/25/11,,,,Costa Rica,Landslide,Downpour
3988,9/26/11,,,,Honduras,Landslide,Downpour
3993,9/27/11,,,,Colombia,Landslide,Downpour
4005,10/07/2011,,,Morning,Colombia,Landslide,Downpour
4006,10/08/2011,,,5:00:00,United States,Landslide,Rain
4008,10/10/2011,,,,El Salvador,Landslide,Downpour
4009,10/12/2011,,,,Mexico,Landslide,Downpour
4014,10/15/11,,,,Colombia,Landslide,Downpour
4029,10/25/11,,,9:30:00,Trinidad and Tobago,Landslide,Downpour
4031,10/31/11,,,,Costa Rica,Landslide,Downpour
4032,10/31/11,,,6:00:00,Trinidad and Tobago,Landslide,Downpour
4036,11/04/2011,,,Night,Colombia,Landslide,Downpour
4037,11/04/2011,,,Night,Colombia,Landslide,Downpour
4049,11/17/11,,,,Colombia,Mudslide,Downpour
4051,11/18/11,,,,Dominican Republic,Mudslide,Downpour
4057,11/22/11,,,,United States,Landslide,Rain
4064,11/24/11,,,,Colombia,Landslide,Downpour
4071,11/29/11,,,,Colombia,Landslide,Downpour
4072,11/30/11,,,4:30:00,United States,Landslide,Downpour
4075,12/02/2011,,,,Colombia,Mudslide,Downpour
4077,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4078,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4079,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4080,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4081,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4082,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
4083,12/02/2011,,,,Trinidad and Tobago,Mudslide,Downpour
